-536542.59003,76.0,Rest
-534262.57249,76.0,Rest
-534053.57295,72.0,Rest
-533913.86532,76.0,Rest
-533909.86532,74.0,Rest
-533902.86532,74.0,Rest
-533592.15087,70.0,Rest
-533512.15171,71.0,Rest
-533073.65151,81.0,Rest
-532832.15164,93.0,Rest
-532630.65631,86.0,Rest
-532143.15183,73.0,Rest
-531785.53507,84.0,Rest
-531658.05343,82.0,Rest
-531451.05884,81.0,Rest
-531120.18424,85.0,Rest
-530410.58272,86.0,Rest
-530022.0834,88.0,Rest
-529898.58294,97.0,Rest
-529460.0833,95.0,Rest
-529156.34472,109.0,Rest
-528353.50736,120.0,Physical Activity
-527919.15796,118.0,Rest
-527732.65886,119.0,Rest
-527463.16198,104.0,Rest
-527172.79064,112.0,Rest
-525841.42594,105.0,Rest
-525670.4267,98.0,Rest
-525445.92919,99.0,Rest
-524976.93504,97.0,Rest
-524808.93458,99.0,Rest
-524380.91171,91.0,Rest
-523754.03723,97.0,Rest
-523633.66202,87.0,Rest
-523034.78818,88.0,Rest
-522638.78813,76.0,Rest
-521890.91436,73.0,Rest
-521738.41417,75.0,Rest
-521518.41468,78.0,Rest
-521143.53991,78.0,Rest
-517465.54734,90.0,Rest
-517085.59461,70.0,Rest
-516999.09458,75.0,Rest
-516605.09461,89.0,Rest
-516397.71983,68.0,Rest
-516357.23509,77.0,Rest
-516351.23512,78.0,Rest
-516350.23512,78.0,Rest
-516345.23509,78.0,Rest
-516336.23512,78.0,Rest
-516334.23512,78.0,Rest
-516329.23509,78.0,Rest
-516320.23509,78.0,Rest
-516319.23509,78.0,Rest
-516311.23509,91.0,Rest
-516308.23509,90.0,Rest
-516302.23512,87.0,Rest
-516293.34056,89.0,Rest
-516290.34056,90.0,Rest
-516282.34059,89.0,Rest
-516279.34056,88.0,Rest
-516272.34056,86.0,Rest
-516269.34059,85.0,Rest
-516266.34059,85.0,Rest
-516261.34056,85.0,Rest
-516252.34059,86.0,Rest
-516251.34059,86.0,Rest
-516246.34056,85.0,Rest
-516241.34056,81.0,Rest
-516236.34056,84.0,Rest
-516230.34056,85.0,Rest
-516224.34056,85.0,Rest
-516219.34059,83.0,Rest
-516212.34056,83.0,Rest
-516209.34056,85.0,Rest
-516204.34059,81.0,Rest
-516199.34059,77.0,Rest
-516194.34056,74.0,Rest
-516188.34056,74.0,Rest
-516179.34056,79.0,Rest
-516177.34056,80.0,Rest
-516172.34059,80.0,Rest
-516163.34056,87.0,Rest
-516162.34056,86.0,Rest
-516157.34056,83.0,Rest
-516151.34059,86.0,Rest
-516146.34056,86.0,Rest
-516138.34059,83.0,Rest
-516135.34059,80.0,Rest
-516130.34056,83.0,Rest
-516125.34056,79.0,Rest
-516119.34059,84.0,Rest
-516114.34056,83.0,Rest
-516109.34056,80.0,Rest
-516099.34056,81.0,Rest
-516098.34056,81.0,Rest
-516093.34056,78.0,Rest
-516086.34059,75.0,Rest
-516082.34056,76.0,Rest
-516077.34056,79.0,Rest
-516072.34059,78.0,Rest
-516067.34056,77.0,Rest
-516062.34056,77.0,Rest
-516056.34059,74.0,Rest
-516051.34056,78.0,Rest
-516046.34056,79.0,Rest
-516038.34059,80.0,Rest
-516035.34056,81.0,Rest
-516026.34059,86.0,Rest
-516024.34059,86.0,Rest
-516019.34056,85.0,Rest
-516011.34056,75.0,Rest
-516005.34059,73.0,Rest
-516003.34056,73.0,Rest
-515998.34056,74.0,Rest
-515993.34056,74.0,Rest
-515987.34056,74.0,Rest
-515980.34056,75.0,Rest
-515976.34059,76.0,Rest
-515971.34056,77.0,Rest
-515966.34056,77.0,Rest
-515960.34059,79.0,Rest
-515952.34056,85.0,Rest
-515950.34056,85.0,Rest
-515944.34059,86.0,Rest
-515939.34056,86.0,Rest
-515934.34056,86.0,Rest
-515926.34059,86.0,Rest
-515923.34059,84.0,Rest
-515918.34056,82.0,Rest
-515913.34056,77.0,Rest
-515904.34056,80.0,Rest
-515902.34056,83.0,Rest
-515897.34056,87.0,Rest
-515891.34059,87.0,Rest
-515883.34056,87.0,Rest
-515881.34059,86.0,Rest
