-55416.49651,81,Rest
-55331.8759,81,Rest
-54944.8774099,83,Rest
-54170.37064,85,Rest
-53555.25073,77,Rest
-53296.4975801,74,Rest
-52886.4926,82,Rest
-52468.87534,76,Rest
-52384.2572999,81,Rest
-51841.0051999,75,Rest
-51720.62041,79,Rest
-51189.9899099,81,Rest
-50751.5021701,82,Rest
-50438.75177,74,Rest
-50149.16365,165,Physical Activity
-50139.17207,80,Rest
-50134.1456201,78,Rest
-50129.13866,77,Rest
-50124.1428001,77,Rest
-50119.1413901,78,Rest
-50114.13678,77,Rest
-50109.14676,77,Rest
-50104.1417301,77,Rest
-50099.13129,77,Rest
-50094.1431701,77,Rest
-50089.1417401,77,Rest
-50084.1337399,78,Rest
-50079.1410501,77,Rest
-50074.1382401,77,Rest
-50069.1270199,77,Rest
-50064.1419201,77,Rest
-50059.1373,78,Rest
-50054.1461999,78,Rest
-50049.1407599,78,Rest
-50044.1331601,78,Rest
-50039.1342101,80,Rest
-50034.1386499,80,Rest
-50029.1466,78,Rest
-50024.1422501,80,Rest
-50019.1263599,80,Rest
-50014.0992501,80,Rest
-50009.12936,81,Rest
-50004.14429,80,Rest
-49999.14291,80,Rest
-49994.13311,81,Rest
-49989.14451,81,Rest
-49984.1384399,82,Rest
-49979.1336501,82,Rest
-49974.1432099,82,Rest
-49969.1389699,82,Rest
-49964.1473601,82,Rest
-49959.1440401,82,Rest
-49954.1326499,82,Rest
-49949.1454799,81,Rest
-49944.1388199,81,Rest
-49939.13081,82,Rest
-49934.1457601,82,Rest
-49929.1380601,78,Rest
-49924.14693,81,Rest
-49919.14258,80,Rest
-49914.1363101,78,Rest
-49909.1468599,78,Rest
-49904.1417,80,Rest
-49899.1356599,80,Rest
-49894.1465001,81,Rest
-49889.14151,81,Rest
-49884.1342199,80,Rest
-49879.14446,80,Rest
-49874.1371701,77,Rest
-49869.1298599,77,Rest
-49864.14656,77,Rest
-49859.1398599,77,Rest
-49854.14694,77,Rest
-49849.1454699,77,Rest
-49844.13641,78,Rest
-49839.1326399,77,Rest
-49834.1454201,78,Rest
-49829.1386399,77,Rest
-49824.14732,77,Rest
-49819.1433201,77,Rest
-49814.1333699,80,Rest
-49809.1440101,80,Rest
-49804.13696,85,Rest
