-604769.57021,59.0,Rest
-604459.57204,59.0,Rest
-604164.32234,59.0,Rest
-603869.32302,59.0,Rest
-603569.07302,59.0,Rest
-603264.0731,58.0,Rest
-602948.8231,58.0,Rest
-602668.8231,57.0,Rest
-602368.57381,58.0,Rest
-602018.57436,56.0,Rest
-601743.32324,56.0,Rest
-601468.32324,57.0,Rest
-601153.19584,60.0,Rest
-600823.19471,60.0,Rest
-600483.19392,59.0,Rest
-600223.19392,57.0,Rest
-599833.19392,57.0,Rest
-599663.2012,56.0,Rest
-599268.2012,55.0,Rest
-598953.2012,55.0,Rest
-598758.20323,55.0,Rest
-598173.20423,54.0,Rest
-598076.70163,55.0,Rest
-597817.69729,57.0,Rest
-597525.19729,57.0,Rest
-597223.1933,56.0,Rest
-596968.19321,55.0,Rest
-596633.19286,55.0,Rest
-596363.19286,56.0,Rest
-596058.19319,56.0,Rest
-595768.19319,56.0,Rest
-595453.19316,57.0,Rest
-595163.19299,56.0,Rest
-594843.19318,55.0,Rest
-594483.19333,55.0,Rest
-594248.19329,55.0,Rest
-593958.19329,54.0,Rest
-593658.19329,54.0,Rest
-593322.19174,54.0,Rest
-593053.18893,55.0,Rest
-592628.18844,54.0,Rest
-592423.19111,54.0,Rest
-592168.19108,53.0,Rest
-591858.19108,55.0,Rest
-591499.1884,52.0,Rest
-591261.18843,51.9798431396,Rest
-591070.88001,53.0,Rest
-590950.88001,55.0,Rest
-590664.38001,53.0,Rest
-590337.75433,53.0,Rest
-590050.75433,53.0,Rest
-589770.75575,53.0,Rest
-589450.75855,54.0,Rest
-589165.76095,54.0,Rest
-588860.76097,56.0,Rest
-588570.75993,54.0,Rest
-588265.75996,54.0,Rest
-587950.76009,55.0,Rest
-587645.75974,54.0,Rest
-587366.75929,54.0,Rest
-587065.75932,54.0,Rest
-586770.75908,54.0,Rest
-586450.75908,55.0,Rest
-586120.7601,55.0,Rest
-585847.2601,55.0,Rest
-585375.1351,56.0,Rest
-585231.63609,56.0,Rest
-584955.38606,56.0,Rest
-584622.88606,56.0,Rest
-584190.13589,55.0,Rest
-583924.8859,55.0,Rest
-583764.8859,55.0,Rest
-583464.8859,55.0,Rest
-583157.13584,55.0,Rest
-582871.63996,53.0,Rest
-582409.51887,53.0,Rest
-582264.51887,54.0,Rest
-581964.51887,54.0,Rest
-581649.51917,53.0,Rest
-581264.51996,54.0,Rest
-581054.01996,54.0,Rest
-580679.39446,54.0,Rest
-580439.39449,54.0,Rest
-580160.14467,53.0,Rest
-579746.89425,53.0,Rest
-579567.39516,53.0,Rest
-579066.14516,54.0,Rest
-578900.14243,53.0,Rest
-578603.6373,54.0,Rest
-578193.38608,55.0,Rest
-578068.38608,55.0,Rest
-577529.76121,65.0,Rest
-577303.13635,58.0,Rest
-577123.13639,54.0,Rest
-576864.13639,53.9896240234,Rest
-576782.4568,54.0,Rest
-576341.95693,52.0,Rest
-576101.9566,52.0,Rest
-573345.71129,88.0,Rest
-573070.038,86.0,Rest
-572839.37086,86.0,Rest
-572672.30796,69.0,Rest
-572497.69326,86.0,Rest
-572442.63165,63.0,Rest
-572361.13242,61.0,Rest
-571928.1317,75.0,Rest
-571521.63111,63.0,Rest
-571246.63245,67.0,Rest
-570968.13084,82.0,Rest
-570801.02583,95.0,Rest
-570660.96378,81.0,Rest
-570444.35802,79.0,Rest
-570380.2955,77.0,Rest
-569793.79884,67.0,Rest
-568540.29715,65.0,Rest
-568356.79739,86.0,Rest
-567749.29825,70.0,Rest
-567075.29895,71.0,Rest
-566674.79869,73.0,Rest
-566468.79887,70.0,Rest
-565835.29885,76.0,Rest
-565497.29893,69.0,Rest
-565149.29898,56.0,Rest
-564857.79882,66.0,Rest
-564528.7992,73.0,Rest
-564386.0643,65.0,Rest
-564378.0643,67.0,Rest
-564376.0643,67.0,Rest
-564369.06433,70.0,Rest
-564365.0643,72.0,Rest
-564240.59552,68.0,Rest
-564236.59552,68.0,Rest
-564231.59552,64.0,Rest
-564228.59552,62.0,Rest
-564221.59552,62.0,Rest
-563948.40469,74.0,Rest
-563742.29868,118.0,Rest
-563548.62498,77.0,Rest
-563519.06284,69.0,Rest
-563291.57722,69.0,Rest
-563054.56463,75.0,Rest
-562605.95921,104.0,Rest
-562239.28851,105.0,Rest
-562031.22674,69.0,Rest
-561632.72724,74.0,Rest
-561488.72736,68.0,Rest
-561054.22773,66.0,Rest
-560672.04574,62.0,Rest
-560557.04568,57.0,Rest
-560132.04557,46.0,Rest
-559817.04773,62.0,Rest
-559563.54689,66.0,Rest
-559408.54713,70.0,Rest
-559169.93835,81.0,Rest
-558985.87784,65.0,Rest
-558582.37382,61.0,Rest
-558499.87051,67.0,Rest
-557799.36698,80.0,Rest
-557562.86676,75.0,Rest
-557343.36671,83.0,Rest
-556997.36642,90.0,Rest
-556574.86661,72.0,Rest
-556208.3667,84.0,Rest
-555974.1824,73.0,Rest
-555833.68226,89.0,Rest
-555272.18195,88.0,Rest
-555031.68193,69.0,Rest
-554965.68195,82.0,Rest
-554472.68173,74.0,Rest
-554364.68186,71.0,Rest
-553866.68278,66.0,Rest
-553550.18376,68.0,Rest
-553456.18619,77.0,Rest
-553005.68987,87.0,Rest
-552632.18444,64.0,Rest
-552505.18388,64.0,Rest
-551673.68444,55.0,Rest
-551527.18442,75.0,Rest
-551364.68426,61.0,Rest
-551012.68466,63.0,Rest
-550687.18635,63.0,Rest
-550295.18517,77.0,Rest
-549888.68483,84.0,Rest
-549299.68559,62.0,Rest
-549089.18569,79.0,Rest
-548723.68584,77.0,Rest
-548552.18595,83.0,Rest
-548206.18585,83.0,Rest
-547772.18588,74.0,Rest
-547542.49074,62.0,Rest
-547450.49065,76.0,Rest
-547095.49059,82.0,Rest
-546659.49062,87.0,Rest
-546543.9906,91.0,Rest
-546015.31153,78.0,Rest
-545772.31096,79.0,Rest
-545395.81191,71.0,Rest
-545073.81666,69.0,Rest
-544805.81163,64.0,Rest
-544485.31174,60.0,Rest
-544380.81195,68.0,Rest
-544093.31311,65.0,Rest
-543822.31127,62.0,Rest
-543414.18657,74.0,Rest
-543090.68698,66.0,Rest
-542785.06196,66.0,Rest
-542553.06201,61.0,Rest
-542240.06218,83.0,Rest
-541989.06216,80.0,Rest
-541589.00424,59.0,Rest
-541428.5031,59.0,Rest
-541079.00298,58.0,Rest
-540830.00266,53.0,Rest
-540389.5028,57.0,Rest
-540188.50282,54.0,Rest
-539933.50248,55.0,Rest
-539443.50316,55.0,Rest
-539171.003,56.0,Rest
-539022.00323,58.0,Rest
-538693.50371,58.0,Rest
-538321.00387,60.0,Rest
-538110.00424,57.0,Rest
-537578.50463,60.0,Rest
-537508.50463,55.0,Rest
-537001.00443,56.0,Rest
-536823.50473,55.0,Rest
-536418.50494,60.0,Rest
-536174.5048,57.0,Rest
-536024.00496,58.0,Rest
-535764.00547,56.0,Rest
-535189.50548,58.0,Rest
-535058.00502,73.0,Rest
-534618.0051,72.0,Rest
-534286.50561,61.0,Rest
-533987.00499,69.0,Rest
-533820.50551,64.0,Rest
-533558.50507,60.0,Rest
-533218.82498,60.0,Rest
-533035.32472,61.0,Rest
-532710.32532,76.0,Rest
-532320.32528,71.0,Rest
-531804.1536,69.0,Rest
-531569.65424,71.0,Rest
-530977.15768,65.0,Rest
-530753.15493,60.0,Rest
-530588.15509,55.0,Rest
-530256.15477,67.0,Rest
-529926.15519,65.0,Rest
-529540.65526,76.0,Rest
-529335.65542,62.0,Rest
-528900.15534,70.0,Rest
-528712.15503,68.0,Rest
-528484.15526,58.0,Rest
-528024.15546,71.0,Rest
-527855.97181,68.0,Rest
-527438.97192,70.0,Rest
-527128.47219,64.0,Rest
-526914.47207,63.0,Rest
-526613.47207,70.0,Rest
-526353.47189,59.0,Rest
-526159.97184,69.0,Rest
-525828.47169,67.0,Rest
-525403.47201,62.0,Rest
-525039.47196,70.0,Rest
-524865.97272,62.0,Rest
-524458.97231,76.0,Rest
-524134.47257,58.0,Rest
-524063.47229,70.0,Rest
-523725.97173,66.0,Rest
-523182.97173,80.0,Rest
-523092.97177,57.0,Rest
-522589.47156,66.0,Rest
-522473.47191,70.0,Rest
-521478.97174,59.0,Rest
-520763.4718,69.0,Rest
-520331.97162,78.0,Rest
-519877.47299,70.0,Rest
-519753.47271,62.0,Rest
-519563.47275,67.0,Rest
-519068.97339,64.0,Rest
-518938.47465,66.0,Rest
-518768.98619,66.6380615234,Rest
-518613.78988,67.0,Rest
-518168.29085,67.0,Rest
-518048.7913,78.0,Rest
-517512.79126,71.0,Rest
